Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
25.0,129.7,6,6,2,,,yes,no,Quận 10, Hồ Chí Minh
9.8,80.0,4,5,4,8.0,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
85.0,160.0,70,71,20,,10.0,yes,yes,Nha Trang, Khánh Hòa
6.0,35.0,3,,4,2.0,3.2,yes,yes,Tây Hồ, Hà Nội
16.8,88.0,3,2,3,4.0,,yes,no,Đống Đa, Hà Nội
13.5,73.0,7,6,4,8.0,,yes,yes,Quận 3, Hồ Chí Minh
3.5,23.4,2,2,,3.0,3.5,yes,yes,Bình Thạnh, Hồ Chí Minh
3.31,32.0,3,3,5,2.8,3.7,yes,yes,Hà Đông, Hà Nội
25.95,77.0,18,18,,,,yes,yes,Đống Đa, Hà Nội
24.0,50.0,5,6,7,4.0,5.0,no,no,Tây Hồ, Hà Nội
6.5,171.0,6,6,2,8.0,8.0,yes,yes,Bà Rịa, Bà Rịa Vũng Tàu
6.0,35.0,4,4,6,3.0,4.0,yes,no,Bắc Từ Liêm, Hà Nội
8.6,45.0,6,4,5,,,yes,yes,Hai Bà Trưng, Hà Nội
8.99,80.0,4,5,4,8.0,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
7.5,40.0,3,3,5,,,yes,yes,Hà Đông, Hà Nội
3.08,48.0,2,2,2,,6.0,yes,no,Thủ Đức, Hồ Chí Minh
6.0,40.0,4,3,4,2.0,,yes,no,Hai Bà Trưng, Hà Nội
4.65,30.0,3,4,5,2.8,4.0,yes,yes,Hoàng Mai, Hà Nội
3.35,31.0,2,2,2,,4.0,yes,no,Thủ Đức, Hồ Chí Minh
3.0,65.0,2,2,3,30.0,5.17,yes,yes,Diên Khánh, Khánh Hòa
6.7,114.0,3,4,3,,,yes,no,Thủ Đức, Hồ Chí Minh
7.5,98.0,5,5,4,,,yes,no,Nhà Bè, Hồ Chí Minh
11.99,80.0,5,6,4,10.0,4.0,yes,no,Gò Vấp, Hồ Chí Minh
5.9,65.0,2,2,2,5.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
9.9,50.0,3,3,3,5.0,,yes,yes,Quận 1, Hồ Chí Minh
4.95,53.0,4,5,3,5.0,4.1,yes,no,Quận 9, Hồ Chí Minh
12.5,94.0,5,6,4,12.0,10.0,yes,yes,Tân Phú, Hồ Chí Minh
15.1,70.0,13,13,7,,,yes,no,Bắc Từ Liêm, Hà Nội
11.0,53.0,9,9,5,,4.0,yes,yes,Hai Bà Trưng, Hà Nội
4.1,104.0,3,2,2,,5.0,yes,yes,Biên Hòa, Đồng Nai
5.8,30.0,3,4,5,2.5,3.7,yes,no,Hai Bà Trưng, Hà Nội
21.3,145.9,1,1,,10.0,8.0,yes,yes,Bình Thạnh, Hồ Chí Minh
3.95,60.0,4,5,2,7.0,4.0,yes,no,Thuận An, Bình Dương
2.55,25.1,2,1,1,7.0,,yes,yes,Phú Nhuận, Hồ Chí Minh
17.4,46.0,6,4,5,6.0,,yes,no,Đống Đa, Hà Nội
5.75,30.0,3,4,5,2.5,3.5,yes,yes,Tây Hồ, Hà Nội
4.25,53.0,4,3,2,12.0,12.0,yes,no,Quận 10, Hồ Chí Minh
4.88,26.0,3,3,5,,3.1,yes,yes,Hai Bà Trưng, Hà Nội
5.5,38.0,3,4,5,,,yes,yes,Long Biên, Hà Nội
3.52,42.0,2,2,2,4.0,4.2,yes,yes,Phú Nhuận, Hồ Chí Minh
8.2,78.0,3,3,4,6.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
2.63,58.0,2,3,2,,,yes,yes,Quận 5, Hồ Chí Minh
3.38,14.0,3,4,4,1.5,2.5,yes,yes,Hai Bà Trưng, Hà Nội
2.32,58.0,2,3,1,,,yes,yes,Bình Thạnh, Hồ Chí Minh
16.9,63.0,4,4,5,,4.5,yes,no,Đống Đa, Hà Nội
2.92,61.0,3,3,2,,4.8,yes,yes,Quận 10, Hồ Chí Minh
3.12,58.0,2,3,1,,,yes,yes,Quận 1, Hồ Chí Minh
4.3,23.0,3,3,4,2.0,3.2,yes,yes,Đống Đa, Hà Nội
5.5,24.0,3,3,4,2.0,2.7,yes,yes,Hai Bà Trưng, Hà Nội
9.6,77.0,2,2,1,8.0,5.0,yes,no,Quận 7, Hồ Chí Minh
11.0,53.0,9,9,5,,4.0,yes,yes,Hai Bà Trưng, Hà Nội
5.3,62.0,2,2,2,8.0,5.4,yes,yes,Bình Tân, Hồ Chí Minh
11.8,95.0,2,2,2,5.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
4.2,52.5,2,2,2,,4.0,yes,no,Thủ Đức, Hồ Chí Minh
5.8,52.0,3,3,3,5.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
12.0,88.0,4,4,4,4.5,4.5,yes,yes,Quận 3, Hồ Chí Minh
9.0,37.0,4,4,5,4.5,4.0,yes,yes,Hai Bà Trưng, Hà Nội
8.8,160.0,4,4,4,14.0,,yes,no,Nhà Bè, Hồ Chí Minh
6.0,32.0,6,4,5,,,yes,yes,Hoàng Mai, Hà Nội
3.65,40.0,2,2,2,4.0,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
4.5,80.0,4,4,2,,,yes,no,Nhà Bè, Hồ Chí Minh
31.6,296.0,15,15,,10.0,12.0,yes,yes,Tân Bình, Hồ Chí Minh
8.0,59.8,3,3,3,,,yes,yes,Hai Bà Trưng, Hà Nội
1.7,246.0,2,1,,,5.35,yes,no,Thăng Bình, Quảng Nam
5.58,38.0,4,4,3,,4.0,yes,yes,Đống Đa, Hà Nội
19.5,58.0,5,5,5,,4.0,yes,yes,Nam Từ Liêm, Hà Nội
6.8,52.0,4,4,4,5.0,,yes,no,Thủ Đức, Hồ Chí Minh
69.0,230.0,,,4,7.0,15.0,yes,no,Ba Đình, Hà Nội
11.5,46.0,13,13,7,3.0,4.0,yes,yes,Nam Từ Liêm, Hà Nội
12.6,60.0,5,4,5,,,yes,no,Đống Đa, Hà Nội
4.8,69.0,2,3,1,2.5,4.0,yes,no,Thủ Đức, Hồ Chí Minh
13.5,90.0,6,5,4,6.0,8.0,yes,yes,Tân Bình, Hồ Chí Minh
3.41,68.0,3,4,2,,,yes,yes,Quận 12, Hồ Chí Minh
4.85,42.0,3,4,5,2.0,4.85,yes,yes,Hoàng Mai, Hà Nội
8.2,62.0,5,5,4,10.0,20.0,yes,no,Quận 11, Hồ Chí Minh
4.85,25.0,3,3,4,2.0,4.1,yes,yes,Hai Bà Trưng, Hà Nội
15.5,56.0,6,5,5,2.5,3.5,yes,yes,Đống Đa, Hà Nội
4.8,52.0,2,2,2,8.0,3.0,yes,no,Tân Phú, Hồ Chí Minh
1.83,52.0,2,3,2,,4.8,yes,no,Thủ Đức, Hồ Chí Minh
3.5,20.0,3,3,4,2.0,3.2,yes,yes,Đống Đa, Hà Nội
10.2,47.0,2,2,2,6.0,4.5,yes,no,Quận 2, Hồ Chí Minh
3.8,45.0,2,3,4,,,yes,yes,Hoài Đức, Hà Nội
20.0,107.0,5,5,4,6.0,5.0,yes,yes,Quận 3, Hồ Chí Minh
16.48,52.0,5,6,7,4.0,4.5,yes,yes,Ba Đình, Hà Nội
9.9,40.0,4,4,5,4.0,4.0,yes,yes,Đống Đa, Hà Nội
14.8,112.0,3,4,3,,8.0,yes,no,Quận 7, Hồ Chí Minh
3.85,35.0,3,2,4,4.0,3.49,yes,yes,Nha Trang, Khánh Hòa
19.0,45.0,,,6,,3.8,yes,yes,Cầu Giấy, Hà Nội
12.5,40.0,5,4,6,4.0,7.0,yes,yes,Đống Đa, Hà Nội
8.6,33.0,3,4,5,,7.7,yes,yes,Cầu Giấy, Hà Nội
12.5,175.0,8,9,2,6.0,5.0,yes,no,Tân Bình, Hồ Chí Minh
0.998,22.75,2,2,2,,,yes,no,Quận 12, Hồ Chí Minh
23.5,76.0,16,18,7,,6.0,yes,no,Cầu Giấy, Hà Nội
5.5,28.0,3,4,4,3.0,3.5,yes,yes,Thanh Xuân, Hà Nội
12.5,45.0,5,5,6,3.0,5.3,yes,yes,Thanh Xuân, Hà Nội
4.85,40.0,4,3,4,2.5,9.0,yes,yes,Long Biên, Hà Nội
12.5,63.7,5,5,4,,,yes,no,Bình Thạnh, Hồ Chí Minh
12.5,43.0,6,5,5,4.0,4.0,yes,yes,Nam Từ Liêm, Hà Nội
1.63,30.0,2,2,2,5.0,5.0,no,no,Quận 12, Hồ Chí Minh
9.7,90.0,3,,2,4.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
23.0,48.0,4,4,3,,5.2,no,no,Ba Đình, Hà Nội
21.7,63.0,7,6,7,8.0,,yes,yes,Cầu Giấy, Hà Nội
7.95,38.0,,,4,,3.5,yes,yes,Ba Đình, Hà Nội
9.25,48.0,8,4,6,4.0,4.0,yes,yes,Hoàng Mai, Hà Nội
3.2,60.0,3,2,,13.0,4.0,yes,yes,Dĩ An, Bình Dương
6.7,130.0,3,3,2,7.0,6.0,yes,yes,Quận 9, Hồ Chí Minh
5.85,30.0,4,4,5,25.0,4.0,yes,yes,Thanh Trì, Hà Nội
17.5,95.0,4,6,3,12.0,,yes,yes,Quận 7, Hồ Chí Minh
11.7,42.0,7,5,5,,3.5,yes,yes,Hoàng Mai, Hà Nội
4.1,32.5,3,3,3,3.5,,yes,no,Quận 7, Hồ Chí Minh
3.45,24.0,,,4,,5.0,no,yes,Hai Bà Trưng, Hà Nội
7.47,66.6,4,3,3,4.0,,yes,yes,Quận 7, Hồ Chí Minh
21.0,55.0,6,5,7,,5.0,yes,yes,Cầu Giấy, Hà Nội
14.5,56.0,11,11,7,,5.0,yes,yes,Cầu Giấy, Hà Nội
38.0,110.0,6,6,5,,8.0,yes,yes,Tây Hồ, Hà Nội
5.2,31.6,3,3,3,1.5,3.6,yes,yes,Đống Đa, Hà Nội
19.2,50.0,4,5,7,,4.5,yes,yes,Cầu Giấy, Hà Nội
18.0,48.5,6,6,6,,4.0,yes,yes,Thanh Xuân, Hà Nội
15.0,40.0,4,4,4,,5.5,yes,yes,Cầu Giấy, Hà Nội
6.8,50.6,4,4,3,4.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
10.5,46.0,4,3,3,5.0,3.5,yes,no,Cầu Giấy, Hà Nội
7.95,48.0,3,4,4,4.0,6.0,yes,yes,Phú Nhuận, Hồ Chí Minh
9.95,58.0,4,5,4,,,yes,yes,Long Biên, Hà Nội
6.6,44.0,4,4,4,,3.5,yes,yes,Phú Nhuận, Hồ Chí Minh
39.8,101.0,6,6,6,,,yes,no,Tây Hồ, Hà Nội
5.29,40.0,6,5,5,,6.0,yes,yes,Phú Nhuận, Hồ Chí Minh
7.9,93.0,4,5,3,8.0,,yes,no,Nhà Bè, Hồ Chí Minh
5.29,110.0,4,3,2,,,yes,no,Nhà Bè, Hồ Chí Minh
13.3,60.0,2,2,1,5.0,5.0,yes,no,Nam Từ Liêm, Hà Nội
17.8,119.0,4,4,3,10.0,7.0,yes,yes,Tân Bình, Hồ Chí Minh
5.29,43.9,4,5,3,,4.12,yes,no,Quận 7, Hồ Chí Minh
14.3,104.0,11,11,4,4.5,6.4,yes,no,Bình Thạnh, Hồ Chí Minh
34.9,80.0,5,5,6,10.0,8.0,yes,no,Tây Hồ, Hà Nội
15.8,45.0,4,5,6,,4.0,yes,yes,Cầu Giấy, Hà Nội
3.9,179.0,4,3,2,10.0,8.0,yes,no,Nha Trang, Khánh Hòa
10.69,46.5,4,2,3,3.0,5.0,yes,yes,Long Biên, Hà Nội
2.64,46.0,3,3,3,,4.0,yes,yes,Tân Bình, Hồ Chí Minh
4.2,100.0,3,3,1,8.0,,yes,yes,Thủ Dầu Một, Bình Dương
8.4,45.0,4,4,5,2.0,5.0,yes,yes,Hai Bà Trưng, Hà Nội
9.3,117.0,7,3,2,8.0,9.0,yes,no,Bình Thạnh, Hồ Chí Minh
5.8,40.0,2,2,1,5.0,3.5,yes,yes,Tân Bình, Hồ Chí Minh
7.9,45.0,5,3,4,1.5,3.0,yes,yes,Hai Bà Trưng, Hà Nội
8.5,58.0,4,5,3,9.0,,yes,yes,Quận 7, Hồ Chí Minh
4.95,50.0,2,2,2,8.0,4.3,yes,no,Nhà Bè, Hồ Chí Minh
13.5,165.0,6,,4,8.0,9.0,yes,no,Nhà Bè, Hồ Chí Minh
5.95,58.7,4,5,3,4.0,6.0,yes,no,Nhà Bè, Hồ Chí Minh
5.7,48.0,4,3,3,,,yes,no,Quận 7, Hồ Chí Minh
3.9,30.0,4,5,3,,,yes,yes,Quận 7, Hồ Chí Minh
17.2,40.0,5,5,6,,3.7,yes,yes,Đống Đa, Hà Nội
6.98,48.0,4,4,4,3.0,8.0,yes,yes,Quận 7, Hồ Chí Minh
9.39,100.0,2,2,1,,5.0,yes,no,Thủ Đức, Hồ Chí Minh
7.75,61.5,4,5,3,,4.0,yes,yes,Quận 7, Hồ Chí Minh
29.0,120.0,4,,5,20.0,6.0,yes,yes,Hoài Đức, Hà Nội
13.0,72.0,4,5,4,10.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
2.79,48.5,2,2,2,6.0,4.0,yes,no,Dĩ An, Bình Dương
5.25,55.0,4,3,3,,,yes,no,Nhà Bè, Hồ Chí Minh
11.9,101.1,12,,3,,,yes,yes,Quận 4, Hồ Chí Minh
14.0,115.0,15,15,5,,6.4,yes,yes,Thủ Đức, Hồ Chí Minh
5.5,30.0,3,3,5,2.5,3.5,yes,yes,Hà Đông, Hà Nội
16.5,158.0,6,6,2,8.0,6.0,yes,no,Bình Thạnh, Hồ Chí Minh
6.8,35.0,,,5,,4.0,yes,yes,Hoàng Mai, Hà Nội
5.25,38.0,3,3,4,2.5,3.3,yes,yes,Hà Đông, Hà Nội
5.0,31.2,5,3,5,,3.1,yes,yes,Quận 4, Hồ Chí Minh
3.2,30.0,3,3,4,2.0,3.5,yes,yes,Hà Đông, Hà Nội
5.5,35.0,3,4,5,2.2,3.5,yes,yes,Hà Đông, Hà Nội
5.6,35.0,3,4,5,2.5,5.0,yes,yes,Hà Đông, Hà Nội
32.0,58.0,4,5,6,,,yes,yes,Đống Đa, Hà Nội
5.5,30.0,3,4,5,2.2,4.0,yes,yes,Hà Đông, Hà Nội
2.0,150.0,3,4,3,7.0,,yes,yes,Thủ Dầu Một, Bình Dương
19.0,45.0,4,4,4,8.0,3.6,yes,yes,Cầu Giấy, Hà Nội
6.7,25.0,3,5,3,3.0,3.2,yes,no,Quận 1, Hồ Chí Minh
3.6,28.0,2,3,2,3.0,4.0,yes,no,Quận 7, Hồ Chí Minh
12.75,43.0,4,6,7,7.0,4.5,yes,yes,Cầu Giấy, Hà Nội
6.5,38.0,3,4,5,,2.5,yes,no,Hà Đông, Hà Nội
16.5,75.0,,,3,3.0,5.0,yes,yes,Cầu Giấy, Hà Nội
8.5,128.0,4,3,2,4.0,7.8,yes,no,Thủ Đức, Hồ Chí Minh
22.0,500.0,4,4,3,10.0,20.0,yes,no,Quận 12, Hồ Chí Minh
9.25,40.0,3,5,6,4.5,4.0,yes,yes,Long Biên, Hà Nội
4.19,38.0,3,4,4,,,yes,yes,Hoài Đức, Hà Nội
6.7,100.0,4,4,3,8.0,5.0,yes,yes,Thủ Dầu Một, Bình Dương
3.6,34.2,3,3,2,,,yes,no,Gò Vấp, Hồ Chí Minh
15.98,70.0,6,7,8,10.0,5.0,yes,yes,Tây Hồ, Hà Nội
8.88,40.0,4,5,6,3.0,4.0,yes,yes,Cầu Giấy, Hà Nội
4.95,56.0,4,3,3,8.0,,yes,no,Bình Tân, Hồ Chí Minh
6.3,30.0,3,4,5,2.2,3.2,yes,yes,Hà Đông, Hà Nội
5.5,30.0,3,4,5,2.5,,yes,no,Hoàng Mai, Hà Nội
6.25,64.0,4,4,3,,,yes,no,Bình Tân, Hồ Chí Minh
5.48,31.0,3,3,5,3.0,5.0,yes,no,Bắc Từ Liêm, Hà Nội
2.22,41.0,3,3,3,3.0,,yes,no,Lê Chân, Hải Phòng
5.5,32.0,3,4,5,2.5,4.0,yes,yes,Hà Đông, Hà Nội
15.0,60.0,12,12,5,2.5,5.0,yes,no,Hai Bà Trưng, Hà Nội
6.5,35.0,4,3,4,3.0,4.6,yes,yes,Hai Bà Trưng, Hà Nội
24.5,350.0,14,14,6,6.0,10.0,yes,yes,Bình Tân, Hồ Chí Minh
10.5,55.0,4,4,4,3.0,4.2,yes,no,Hai Bà Trưng, Hà Nội
2.38,35.0,3,3,3,4.0,,yes,yes,Thanh Oai, Hà Nội
34.5,98.0,6,7,8,10.0,6.0,yes,yes,Cầu Giấy, Hà Nội
15.86,46.0,4,4,5,18.0,4.0,yes,yes,Thanh Xuân, Hà Nội
6.55,38.0,3,4,5,,4.0,yes,no,Hoàng Mai, Hà Nội
6.5,90.0,1,1,1,,5.0,yes,no,Thủ Đức, Hồ Chí Minh
15.98,68.0,6,6,7,7.0,5.0,yes,yes,Tây Hồ, Hà Nội
7.5,50.0,3,2,3,6.0,,yes,yes,Tân Phú, Hồ Chí Minh
2.7,55.9,3,2,2,2.0,6.19,yes,yes,Hải Dương, Hải Dương
6.8,32.0,2,2,3,,4.0,yes,no,Ba Đình, Hà Nội
5.0,31.0,3,4,5,2.0,5.0,yes,yes,Hoàng Mai, Hà Nội
23.5,95.0,24,24,,,,yes,yes,Thanh Trì, Hà Nội
7.4,90.0,2,1,1,10.0,5.0,yes,no,Thủ Đức, Hồ Chí Minh
8.8,90.0,3,3,3,7.0,5.0,yes,yes,Thủ Đức, Hồ Chí Minh
2.8,16.0,2,2,4,,,yes,yes,Hai Bà Trưng, Hà Nội
4.1,71.0,2,1,1,8.0,5.1,yes,yes,Hạ Long, Quảng Ninh
16.8,70.0,3,4,4,4.0,4.1,yes,yes,Đống Đa, Hà Nội
12.8,67.25,10,10,6,5.0,5.0,yes,yes,Ba Đình, Hà Nội
31.5,90.0,3,4,5,7.0,5.8,yes,yes,Ba Đình, Hà Nội
12.6,40.0,5,5,5,,,yes,yes,Hai Bà Trưng, Hà Nội
29.0,87.0,,,4,,8.0,yes,yes,Hai Bà Trưng, Hà Nội
23.5,50.0,6,7,7,4.5,8.0,yes,yes,Đống Đa, Hà Nội
22.9,100.0,34,34,8,3.0,4.5,yes,yes,Nam Từ Liêm, Hà Nội
2.68,35.0,3,3,4,,,yes,no,Chương Mỹ, Hà Nội
97.0,160.0,28,30,9,10.0,9.0,yes,yes,Cầu Giấy, Hà Nội
36.8,138.0,30,30,8,3.5,10.0,yes,yes,Đống Đa, Hà Nội
9.08,40.0,4,5,6,3.0,4.0,yes,yes,Cầu Giấy, Hà Nội
10.0,105.0,4,4,4,10.0,10.0,yes,yes,Gò Vấp, Hồ Chí Minh
6.98,45.0,3,4,5,3.0,,yes,no,Hoàng Mai, Hà Nội
12.0,105.0,15,15,,,,yes,yes,Nam Từ Liêm, Hà Nội
3.6,130.0,2,1,1,3.0,5.5,yes,yes,Nhà Bè, Hồ Chí Minh
6.8,35.0,4,3,4,2.2,4.0,yes,no,Hoàng Mai, Hà Nội
7.9,34.5,3,3,3,4.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
16.0,154.0,,,1,8.0,8.0,yes,no,Hoàng Mai, Hà Nội
4.4,126.0,,,3,,7.8,yes,yes,Chương Mỹ, Hà Nội
7.0,40.0,4,,5,,,yes,yes,Bắc Từ Liêm, Hà Nội
32.5,110.0,,,,5.0,8.0,yes,yes,Tây Hồ, Hà Nội
4.7,36.0,3,,5,2.5,3.5,yes,yes,Bắc Từ Liêm, Hà Nội
8.5,116.0,3,2,2,3.0,3.84,yes,yes,Quận 4, Hồ Chí Minh
5.5,90.0,3,2,1,6.0,4.5,yes,yes,Quận 12, Hồ Chí Minh
0.75,40.0,2,1,1,2.0,4.0,no,no,Nhà Bè, Hồ Chí Minh
5.59,39.5,4,4,4,,4.37,yes,yes,Quận 4, Hồ Chí Minh
2.11,45.9,2,1,1,5.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
19.8,53.8,4,4,2,,12.0,yes,no,Phú Nhuận, Hồ Chí Minh
14.21,76.8,3,2,2,7.0,4.0,yes,no,Quận 3, Hồ Chí Minh
10.0,100.0,3,3,2,,4.84,yes,no,Quận 9, Hồ Chí Minh
10.49,40.0,4,5,5,4.0,4.0,yes,no,Hà Đông, Hà Nội
6.9,35.0,3,4,5,2.5,3.1,yes,yes,Hà Đông, Hà Nội
5.35,30.0,3,4,5,,,yes,no,Hoàng Mai, Hà Nội
2.6,100.0,,,,6.0,6.0,yes,yes,Đức Hòa, Long An
9.9,50.0,7,8,5,,5.6,yes,yes,Quận 3, Hồ Chí Minh
3.15,40.0,4,3,4,5.1,3.35,yes,yes,Lê Chân, Hải Phòng
11.0,52.5,5,6,5,3.0,5.0,yes,yes,Hai Bà Trưng, Hà Nội
4.5,60.0,2,2,2,,,yes,yes,Thủ Đức, Hồ Chí Minh
16.0,65.0,6,6,7,5.0,4.5,yes,yes,Hoàng Mai, Hà Nội
18.8,72.0,24,24,8,4.0,4.5,yes,yes,Nam Từ Liêm, Hà Nội
28.8,57.24,2,2,2,4.0,4.77,yes,yes,Tân Bình, Hồ Chí Minh
3.25,68.5,3,4,3,3.5,6.24,yes,yes,Nha Trang, Khánh Hòa
2.8,79.0,3,2,2,,,yes,no,Thủ Dầu Một, Bình Dương
7.7,84.7,5,5,4,,4.2,yes,no,Tân Bình, Hồ Chí Minh
15.9,55.0,3,3,4,5.0,5.0,yes,yes,Hoàn Kiếm, Hà Nội
5.95,48.0,4,3,4,4.0,4.1,yes,yes,Long Biên, Hà Nội
9.5,63.0,4,5,3,,,yes,yes,Tân Bình, Hồ Chí Minh
23.9,72.0,3,4,7,,4.0,no,no,Long Biên, Hà Nội
16.3,93.0,4,3,5,,5.1,yes,yes,Long Biên, Hà Nội
5.6,36.0,3,4,5,,,yes,yes,Thanh Xuân, Hà Nội
7.9,76.0,4,2,2,6.0,6.0,yes,yes,Bình Thạnh, Hồ Chí Minh
5.85,35.0,4,4,4,2.5,4.2,yes,yes,Hoàng Mai, Hà Nội
9.6,73.0,4,5,4,,,yes,yes,Quận 2, Hồ Chí Minh
7.99,95.0,4,4,3,6.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
28.0,88.0,5,,4,5.0,4.6,yes,yes,Thanh Xuân, Hà Nội
38.5,150.0,5,,4,5.0,12.0,yes,yes,Hoàng Mai, Hà Nội
25.0,200.0,57,57,,,8.0,yes,yes,Gò Vấp, Hồ Chí Minh
13.4,54.0,6,,5,7.0,4.2,yes,yes,Thanh Xuân, Hà Nội
8.5,55.0,3,4,4,7.0,4.2,yes,no,Thủ Đức, Hồ Chí Minh
13.5,60.0,17,17,7,,,yes,no,Thanh Trì, Hà Nội
5.8,36.0,4,2,4,,,yes,no,Hà Đông, Hà Nội
16.4,43.0,3,4,6,,,yes,yes,Cầu Giấy, Hà Nội
4.95,85.0,3,3,1,3.0,,yes,yes,Bình Tân, Hồ Chí Minh
7.6,35.0,4,3,5,3.0,3.5,yes,yes,Đống Đa, Hà Nội
14.1,40.0,4,3,4,,,yes,yes,Cầu Giấy, Hà Nội
12.5,118.0,8,8,5,8.0,6.0,yes,no,Gò Vấp, Hồ Chí Minh
4.8,300.0,4,3,,3.0,10.0,yes,no,Biên Hòa, Đồng Nai
18.79,112.0,16,16,6,12.0,7.0,no,yes,Gò Vấp, Hồ Chí Minh
1.75,35.0,2,2,2,4.5,3.2,yes,no,Gò Vấp, Hồ Chí Minh
41.0,330.0,36,35,5,15.0,8.0,no,no,Thủ Đức, Hồ Chí Minh
14.1,35.0,3,4,5,,,yes,yes,Cầu Giấy, Hà Nội
7.0,135.0,10,10,3,15.0,6.0,yes,yes,Thuận An, Bình Dương
1.49,97.0,3,2,1,6.0,4.0,yes,yes,Vĩnh Cửu, Đồng Nai
11.79,60.0,6,4,5,6.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
6.8,50.0,3,3,3,4.5,4.5,yes,yes,Gò Vấp, Hồ Chí Minh
22.0,62.0,6,6,6,5.0,4.2,yes,yes,Ba Đình, Hà Nội
3.6,26.0,3,3,4,2.0,3.5,yes,yes,Hai Bà Trưng, Hà Nội
10.8,52.0,,,4,6.0,5.0,yes,no,Thanh Xuân, Hà Nội
3.39,48.0,3,2,2,4.0,,yes,yes,Thanh Khê, Đà Nẵng
4.67,47.0,3,3,2,4.5,,yes,yes,Quận 12, Hồ Chí Minh
9.9,162.3,,,1,6.0,19.1,yes,no,Tân Phú, Hồ Chí Minh
4.7,120.0,3,2,2,5.5,4.0,yes,yes,Thanh Khê, Đà Nẵng
5.05,35.0,3,4,5,,,yes,no,Nam Từ Liêm, Hà Nội
3.39,48.0,3,2,2,4.0,,yes,yes,Thanh Khê, Đà Nẵng
31.0,70.0,,,8,,5.0,yes,yes,Cầu Giấy, Hà Nội
3.9,25.0,3,3,4,7.0,4.2,yes,yes,Hoàng Mai, Hà Nội
42.0,82.0,8,7,8,,,yes,yes,Cầu Giấy, Hà Nội
10.0,45.0,3,3,5,11.0,4.0,yes,yes,Đan Phượng, Hà Nội
9.5,1.617,4,2,1,8.0,24.0,yes,yes,Bảo Lộc, Lâm Đồng
4.8,27.0,3,2,3,2.0,3.2,yes,yes,Hai Bà Trưng, Hà Nội
0.795,40.0,2,2,2,,,yes,yes,Đức Hòa, Long An
16.8,65.0,4,3,4,8.0,4.1,yes,no,Hai Bà Trưng, Hà Nội
5.75,48.0,3,4,5,,6.0,yes,yes,Quận 4, Hồ Chí Minh
3.95,49.0,2,2,1,20.0,3.3,yes,yes,Quận 2, Hồ Chí Minh
4.25,167.0,3,2,1,5.0,7.0,yes,yes,Thủ Dầu Một, Bình Dương
3.63,46.0,2,2,,3.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
3.85,17.0,3,3,5,2.2,4.1,yes,yes,Đống Đa, Hà Nội
4.5,97.5,4,2,3,5.0,7.0,yes,yes,Thủ Dầu Một, Bình Dương
3.55,70.0,2,1,1,6.0,5.0,yes,yes,Thủ Dầu Một, Bình Dương
4.2,80.0,2,,1,15.0,,yes,no,Hai Bà Trưng, Hà Nội
15.0,60.0,4,,5,12.0,,yes,yes,Long Biên, Hà Nội
3.85,115.0,3,2,1,5.0,5.0,yes,yes,Thủ Dầu Một, Bình Dương
8.6,124.0,3,2,,10.0,4.1,yes,no,Thủ Đức, Hồ Chí Minh
24.8,103.0,,,4,8.0,4.5,yes,no,Đống Đa, Hà Nội
4.35,70.0,4,3,3,4.0,5.0,yes,yes,Thủ Dầu Một, Bình Dương
10.95,45.0,4,4,5,10.0,4.0,yes,yes,Hoàng Mai, Hà Nội
42.0,80.0,6,4,5,,,yes,yes,Cầu Giấy, Hà Nội
3.2,97.75,3,2,2,,,yes,yes,Thủ Dầu Một, Bình Dương
5.6,64.0,3,4,3,6.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
2.69,63.5,3,3,2,5.0,4.0,yes,no,Biên Hòa, Đồng Nai
7.2,35.0,5,5,5,3.5,4.0,yes,yes,Nam Từ Liêm, Hà Nội
3.45,75.0,3,2,2,4.0,5.0,yes,yes,Thủ Dầu Một, Bình Dương
4.5,30.0,2,2,2,8.0,4.4,yes,yes,Tân Phú, Hồ Chí Minh
7.1,98.0,4,4,3,,,yes,yes,Quận 9, Hồ Chí Minh
3.15,80.0,3,2,2,8.0,8.0,yes,yes,Củ Chi, Hồ Chí Minh
3.7,25.0,3,3,4,2.2,3.0,yes,yes,Hoàng Mai, Hà Nội
18.3,68.0,4,3,4,,,yes,yes,Cầu Giấy, Hà Nội
3.25,36.0,2,,2,,4.0,yes,no,Bình Thạnh, Hồ Chí Minh
